iter	Passed	Remaining
466	747	853
467	748	851
468	749	848
469	750	846
470	751	844
471	753	842
472	754	840
473	755	838
474	756	836
475	758	835
476	760	833
477	762	832
478	763	830
479	764	828
480	765	826
481	767	824
482	768	822
483	769	820
484	771	819
485	773	817
486	775	816
487	776	814
488	777	812
489	778	810
490	779	808
491	780	806
492	782	804
493	783	802
494	784	799
495	785	797
496	786	795
497	787	794
498	789	792
499	791	791
500	792	789
501	793	787
502	794	785
503	795	783
504	796	781
505	797	778
506	798	776
507	799	774
508	801	773
509	804	772
510	805	770
511	807	769
512	810	768
513	811	767
514	812	764
515	813	762
516	814	760
517	818	761
518	819	759
519	820	757
520	822	756
521	823	754
522	824	752
523	825	749
524	826	748
525	828	746
526	829	744
527	831	742
528	833	741
529	836	741
530	837	739
531	838	737
532	839	735
533	840	733
534	842	731
535	843	730
536	844	728
537	846	726
538	848	725
539	849	723
540	851	722
541	852	720
542	853	718
543	854	716
544	855	714
545	857	712
546	858	710
547	859	708
548	860	707
549	862	705
550	863	704
551	865	702
552	866	700
553	867	698
554	868	696
555	869	694
556	870	692
557	871	690
558	873	688
559	874	686
560	875	685
561	876	683
562	878	681
563	879	680
564	880	678
565	882	676
566	883	674
567	884	673
568	886	671
569	887	669
570	888	667
571	889	665
572	891	664
573	893	663
574	894	661
575	896	659
576	897	658
577	899	656
578	900	654
579	901	652
580	902	650
581	903	648
582	904	647
583	906	645
584	907	644
585	909	642
586	910	640
587	911	638
588	913	637
589	914	635
590	915	633
591	916	631
592	917	629
593	919	628
594	920	626
595	921	624
596	923	623
597	924	621
598	926	619
599	927	618
600	928	616
601	930	615
602	931	613
603	932	611
604	933	609
605	934	607
606	936	606
607	938	604
608	939	603
609	941	601
610	942	600
611	943	598
612	945	597
613	947	595
614	948	593
615	949	592
616	951	590
617	952	588
618	954	587
619	955	585
620	956	583
621	957	581
622	958	580
623	959	578
624	960	576
625	961	574
626	963	572
627	964	571
628	965	569
629	966	567
630	967	565
631	968	564
632	969	562
633	970	560
634	972	558
635	973	556
636	974	555
637	975	553
638	976	551
639	977	549
640	978	548
641	979	546
642	981	544
643	983	543
644	984	541
645	985	540
646	987	538
647	988	536
648	989	535
649	990	533
650	991	531
651	992	529
652	993	528
653	995	526
654	996	524
655	997	523
656	999	521
657	1000	520
658	1001	518
659	1002	516
660	1003	514
661	1004	513
662	1005	511
663	1007	509
664	1008	507
665	1009	506
666	1010	504
667	1011	502
668	1013	501
669	1015	499
670	1016	498
671	1017	496
672	1018	494
673	1019	493
674	1020	491
675	1021	489
676	1022	487
677	1023	486
678	1024	484
679	1026	482
680	1027	481
681	1030	480
682	1031	478
683	1032	476
684	1033	475
685	1034	473
686	1035	471
687	1036	470
688	1037	468
689	1038	466
690	1040	465
691	1041	463
692	1043	462
693	1044	460
694	1046	459
695	1048	457
696	1055	458
697	1058	458
698	1062	457
699	1063	455
700	1064	454
701	1066	452
702	1067	450
703	1068	449
704	1070	447
705	1072	446
706	1074	445
707	1076	444
708	1077	442
709	1079	440
710	1081	439
711	1083	438
712	1084	436
713	1085	434
714	1088	434
715	1091	432
716	1092	431
717	1094	429
718	1095	428
719	1098	427
720	1100	425
721	1101	424
722	1104	422
723	1106	421
724	1108	420
725	1110	419
726	1112	417
727	1114	416
728	1115	414
729	1118	413
730	1121	412
731	1122	411
732	1124	409
733	1125	407
734	1127	406
735	1129	405
736	1131	403
737	1133	402
738	1134	400
739	1135	399
740	1137	397
741	1138	395
742	1139	394
743	1140	392
744	1142	390
745	1143	389
746	1144	387
747	1146	386
748	1147	384
749	1148	382
750	1149	381
751	1150	379
752	1151	377
753	1152	376
754	1153	374
755	1155	372
756	1156	371
757	1157	369
758	1159	368
759	1160	366
760	1162	365
761	1163	363
762	1165	362
763	1167	360
764	1168	358
765	1169	357
766	1170	355
767	1172	354
768	1173	352
769	1175	351
770	1176	349
771	1177	347
772	1179	346
773	1180	344
774	1182	343
775	1183	341
776	1184	339
777	1185	338
778	1187	336
779	1188	335
780	1189	333
781	1190	331
782	1191	330
783	1194	328
784	1195	327
785	1196	325
786	1197	324
787	1199	322
788	1200	321
789	1202	319
790	1203	317
791	1204	316
792	1205	314
793	1208	313
794	1209	311
795	1211	310
796	1212	308
797	1213	307
798	1214	305
799	1216	304
800	1217	302
801	1218	300
802	1219	299
803	1221	297
804	1222	296
805	1223	294
806	1225	293
807	1226	291
808	1227	289
809	1228	288
810	1229	286
811	1231	285
812	1232	283
813	1233	281
814	1234	280
815	1236	278
816	1238	277
817	1240	275
818	1241	274
819	1242	272
820	1244	271
821	1245	269
822	1246	268
823	1247	266
824	1248	264
825	1249	263
826	1251	261
827	1253	260
828	1254	258
829	1256	257
830	1257	255
831	1258	254
832	1259	252
833	1260	250
834	1262	249
835	1263	247
836	1264	246
837	1266	244
838	1267	243
839	1269	241
840	1270	240
841	1271	238
842	1272	237
843	1273	235
844	1275	233
845	1276	232
846	1277	230
847	1278	229
848	1280	227
849	1281	226
850	1282	224
851	1284	223
852	1285	221
853	1286	220
854	1288	218
855	1289	216
856	1290	215
857	1291	213
858	1293	212
859	1294	210
860	1297	209
861	1299	207
862	1300	206
863	1301	204
864	1302	203
865	1304	201
866	1305	200
867	1306	198
868	1307	197
869	1309	195
870	1312	194
871	1314	192
872	1315	191
873	1316	189
874	1318	188
875	1319	186
876	1321	185
877	1323	183
878	1324	182
879	1327	180
880	1332	179
881	1334	178
882	1337	177
883	1339	175
884	1340	174
885	1343	172
886	1344	171
887	1347	169
888	1348	168
889	1349	166
890	1351	165
891	1354	164
892	1356	162
893	1357	161
894	1359	159
895	1360	157
896	1362	156
897	1364	154
898	1366	153
899	1367	151
900	1372	150
901	1373	149
902	1375	147
903	1376	146
904	1378	144
905	1379	143
906	1381	141
907	1382	140
908	1384	138
909	1386	137
910	1388	135
911	1389	134
912	1391	132
913	1392	131
914	1394	129
915	1395	128
916	1397	126
917	1398	124
918	1402	123
919	1405	122
920	1406	120
921	1408	119
922	1410	117
923	1412	116
924	1414	114
925	1416	113
926	1417	111
927	1418	110
928	1419	108
929	1420	106
930	1422	105
931	1423	103
932	1424	102
933	1425	100
934	1426	99
935	1427	97
936	1429	96
937	1431	94
938	1432	93
939	1433	91
940	1434	89
941	1436	88
942	1438	86
943	1439	85
944	1440	83
945	1441	82
946	1443	80
947	1445	79
948	1446	77
949	1447	76
950	1449	74
951	1450	73
952	1451	71
953	1452	70
954	1453	68
955	1455	66
956	1456	65
957	1457	63
958	1459	62
959	1461	60
960	1462	59
961	1463	57
962	1464	56
963	1466	54
964	1467	53
965	1469	51
966	1470	50
967	1471	48
968	1472	47
969	1473	45
970	1475	44
971	1476	42
972	1478	41
973	1479	39
974	1480	37
975	1481	36
976	1483	34
977	1484	33
978	1485	31
979	1486	30
980	1487	28
981	1488	27
982	1489	25
983	1491	24
984	1493	22
985	1494	21
986	1495	19
987	1496	18
988	1497	16
989	1498	15
990	1499	13
991	1500	12
992	1502	10
993	1503	9
994	1504	7
995	1506	6
996	1507	4
997	1508	3
998	1509	1
999	1511	0
